Id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
;Sacrilege;Yeah Yeah Yeahs;230213;529;0.95;9;-3.446;1;56;162;0.00199;616;456;119.964
;Collard Greens;ScHoolboy Q;299960;824;572;11;-4.868;1;0.0652;0.0233;8.19e-06;208;669;153.977
;Hell Of A Night;ScHoolboy Q;272453;645;836;2;-7.23;0;159;0.37;0.0;125;176;123.966
;1977;Ana Tijoux;201987;683;692;9;-7.189;0;0.0396;0.00392;0.000441;105;593;103.848
;Latino & Proud;DJ Raff;220347;0.85;534;1;-5.278;1;322;0.14;0.000893;313;963;98.004
;Move That Dope;Future;342773;868;627;1;-4.843;0;116;0.0796;0.0;0.0983;314;131.097
;Slasherr;Rustie;218483;702;0.74;5;-5.949;0;173;0.00135;896;0.0481;583;145.05
;Outlines;AlunaGeorge;227627;741;449;5;-6.621;1;0.0583;858;0.000522;133;444;95.108
;Platoon;Jungle;190330;655;704;0;-10.341;0;0.0413;464;877;134;696;99.96
;Man Of The Year;ScHoolboy Q;216013;749;857;3;-5.24;1;0.0435;0.00539;0.0;192;355;111.906
;Spacer Woman - Vocal;Charlie;449499;742;965;1;-8.291;0;0.0538;0.00011;607;0.0703;391;123.04
;Nobody Else - Original Mix;Dusky;445417;805;0.79;0;-7.93;1;0.0577;0.000595;889;0.0296;533;122.994
;Stoner;Young Thug;240000;876;675;3;-3.28;0;146;421;1.16e-06;0.0667;618;135.959
;Elevate;St. Lucia;308360;541;982;2;-4.908;1;107;0.00767;0.000765;291;721;104.03
;Independent - House Remix;Hoodfellas;223784;857;981;8;-4.223;1;0.12;112;0.000157;0.0875;709;148.009
;Au Seve;Julio Bashmore;393387;771;963;11;-7.294;1;0.0363;0.000518;901;147;591;124.0
;Synchronize;Discodeine;387774;761;478;4;-7.437;0;0.0545;0.0235;0.00972;0.0458;948;118.925
;Don't Miss;The Alexanders;285015;805;879;6;-5.747;1;0.0521;0.00204;595;0.0578;713;123.013
;Coucou disco;Dim Sum;295020;682;953;11;-3.873;0;0.0474;0.00118;622;256;324;124.996
;Vowel Play - Original;Them Jeans;315001;801;718;0;-6.246;1;0.0746;0.000725;0.91;0.0747;817;123.999
;The Devil Is A Lie;Rick Ross;311920;661;837;5;-3.78;0;114;0.00188;0.0;362;615;102.831
;North North;Project Pat;194133;895;783;6;-4.983;1;102;0.0454;0.0;137;696;147.65
;Temporary View;SBTRKT;206148;706;707;0;-5.212;0;0.0351;548;0.000313;0.1;246;144.877
;"III. Telegraph Ave. (""Oakland"" by Lloyd)";Childish Gambino;210680;516;718;5;-8.571;0;257;0.15;0.0163;167;0.58;129.857
;Accelerate;Jungle;184538;653;781;0;-7.433;1;0.0376;106;568;596;0.49;101.029
;0 To 100 / The Catch Up;Drake;275227;707;709;11;-3.979;0;0.34;763;0.0;274;497;89.094
;Hot N*gga;Bobby Shmurda;194561;794;0.51;9;-7.314;1;0.42;0.0505;1.81e-06;0.0562;189;167.879
;You'll Never Walk Alone - 2002 Remastered Version;Gerry & The Pacemakers;160187;484;265;0;-11.101;1;0.0322;394;0.0;149;282;113.564
;Your Soul;Hippie Sabotage;324807;487;0.68;7;-8.497;0;0.0408;0.000599;0.0339;144;76;94.46
;dance yrself clean - live at madison square garden;LCD Soundsystem;588520;0.6;811;8;-10.199;0;102;0.0126;0.05;969;372;100.894
;Running Up That Hill (A Deal With God);Kate Bush;303560;628;575;10;-11.591;0;0.0588;713;0.00233;0.0635;182;108.166
;High Ball Stepper;Jack White;230373;227;635;7;-9.169;1;0.0754;0.0323;125;117;0.36;170.179
;The Great Gig In The Sky - 2011 Remastered Version;Pink Floyd;283872;275;216;5;-13.818;1;0.0345;768;897;0.0832;176;116.388
;All We Need (feat. Shy Girls);ODESZA;211200;644;848;4;-4.952;0;0.0511;0.00416;0.0168;0.0629;302;99.989
;Catamaran;Allah-Las;212986;564;846;4;-5.897;0;0.0437;0.00692;0.00175;0.0452;695;122.035
;Fool;Perfume Genius;235747;277;0.29;1;-8.541;1;0.0332;712;0.0459;228;0.0576;71.302
;Bulbform;TR/ST;291092;609;909;5;-7.302;0;0.0921;296;0.0785;262;416;114.019
;Passing Out Pieces;Mac Demarco;167091;417;0.73;5;-6.774;1;0.0363;0.000563;3.31e-06;0.0766;0.44;81.179
;Tuesday;ILoveMakonnen;212154;784;649;0;-6.905;1;292;0.36;0.000684;115;503;140.203
;Drop Dead Baby;Ty Segall;149013;289;942;2;-3.207;1;0.0519;0.0674;917;405;302;137.281
;My Sunshine;Ty Segall;155013;313;893;11;-3.891;0;0.0463;0.00342;0.0;0.0877;709;127.11
;BIG Fun - Full Intention 88 Remix;Inner City;426850;803;769;6;-7.025;1;0.0561;0.000588;0.9;0.0683;0.17;122.992
;Natty Dread A Weh She Want;Horace Andy;232533;895;517;2;-9.972;1;101;0.0421;9.72e-06;0.0511;961;141.536
;DLZ;TV On The Radio;228707;598;885;8;-3.992;0;0.0383;0.0326;0.00265;107;593;87.914
;Whatcha Gonna Do;Koopsta Knicca;258773;749;855;1;-10.105;1;406;123;164;329;0.61;128.339
;18 With A Bullet;Pete Wingfield;252333;758;629;7;-8.283;0;106;0.0625;0.000144;109;0.26;112.575
;The Boss;James Brown;190733;746;484;1;-9.614;1;0.0434;602;0.00824;0.0576;596;97.923
;Drifting In And Out;Porcelain Raft;194400;191;979;7;-3.402;1;191;0.00234;283;617;313;179.236
;Made Me;Snootie Wild;194747;856;719;10;-6.519;0;0.0746;0.0389;9.03e-06;0.0935;369;146.032
;Way to be Loved;TOPS;263397;583;515;11;-9.283;0;0.0571;605;0.000691;0.0931;621;115.732
;Just Wanna Love You Girl;Epsilons;82893;0.22;0.94;0;-2.397;1;0.0511;0.00042;0.000541;0.0926;0.72;83.072
;Be Brave;The Strange Boys;178867;535;0.91;10;-4.827;1;0.0328;464;9.32e-05;0.0745;956;111.027
;Tupelo (Pt. 1) - Single Version;Albert King;175867;722;0.28;10;-13.483;0;0.0583;619;0.0786;141;466;66.711
;Candyman;Cornershop;229640;747;894;1;-5.226;1;0.0961;0.0758;897;0.0918;0.57;90.493
;Somebody Was Watching;Pops Staples;247293;0.63;374;5;-11.305;1;177;565;0.00146;107;573;166.999
;Tupelo - Part 1;Pop Staples;174067;508;247;0;-15.432;0;0.0748;615;0.0352;166;484;200.749
;Tupelo;Steve Cropper;360867;0.54;0.21;0;-18.687;0;0.0461;207;0.0765;334;411;103.081
;Damn Son, Where'd You Find This? - Future of TRAP Mix;Trendsetter;216728;665;513;0;-7.314;1;331;114;303;122;0.0373;100.344
;I'm in LOVE With GO-GO Dancer (Disco Diva) - Future of TRAP Mix;Trendsetter;286290;0.51;603;9;-6.949;0;174;0.00884;286;0.0569;94;139.876
;Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix;Markus Maximus;216728;665;513;0;-7.314;1;331;114;303;122;0.0373;100.344
;Work - The Advent & Spiriakos Remix;ZZT;369235;647;793;3;-7.416;0;0.0454;0.000321;833;401;188;130.007
;Mannish Boy;Muddy Waters;175733;649;406;2;-10.43;1;0.0803;612;0.0;103;478;110.091
;Holding On;Disclosure;315094;683;805;5;-5.24;1;353;172;0.000231;357;836;123.658
;Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa;Nikolaus Harnoncourt;175173;148;31;2;-25.756;0;0.0365;0.99;595;0.12;0.0638;141.84
;My Main;Mykfresh;165544;873;504;0;-5.39;1;166;227;0.0;121;647;145.995
;Southern Man - Live;Crosby, Stills, Nash & Young;825027;376;801;2;-10.662;0;0.0474;0.00497;149;683;807;152.826
;Won't Look Back;Duke Dumont;203046;523;863;8;-4.975;0;0.0553;0.0113;204;113;428;124.046
;Chrome Knight - Feat. Chromeo;Surkin;214227;586;892;11;-4.937;0;0.0574;0.0226;0.00827;0.17;523;132.048
;Black Boy;Pops Staples;202360;827;503;1;-11.007;1;0.0352;666;443;123;0.94;119.35
;Give Me The Sunshine;Leo's Sunshipp;382733;589;616;5;-9.475;0;0.0312;0.11;204;0.0721;869;96.616
;Motherless Child;Romare;311892;702;495;0;-11.645;0;0.0493;391;0.8;112;292;78.507
;Giudecca;Ghost Culture;252038;582;875;0;-6.912;1;0.0513;0.0975;912;143;358;113.036
;Living Every Dream;Antwon;293851;374;853;11;-3.571;0;295;0.0169;2.72e-05;322;422;200.035
;Easy Rider;Action Bronson;259301;422;851;11;-4.031;1;0.0398;0.0339;0.0;152;667;93.649
;Nissim;The Gaslamp Killer;271822;474;837;5;-6.503;1;0.0514;127;0.0197;169;243;165.844
;Topless;Orlando Julius;178560;0.61;672;7;-7.436;0;305;0.13;0.00283;109;925;129.986
;Breakthrough;The Funkees;207360;571;836;10;-6.906;0;215;597;0.0108;106;0.54;93.641
;Stand Up - Tiger & Woods Remix;Pitchben;451341;802;872;5;-6.346;0;0.0557;0.0672;0.0197;0.0941;0.68;117.005
;Blow a Bag;Future;194240;793;607;4;-6.488;0;0.0821;218;4.95e-06;348;0.16;140.992
;Ain't got nobody;Sísý Ey;328962;846;472;0;-9.13;0;0.0662;0.0319;0.0398;0.1;671;124.984
;I Want'a Do Something Freaky To You;Leon Haywood;302987;575;641;6;-8.105;0;0.0325;269;0.0121;211;901;91.714
;I Got a Feeling;Shit Robot;484853;787;916;0;-8.542;0;47;0.000997;811;0.0588;507;116.007
;Standard;Empress Of;218413;614;575;5;-5.819;0;0.0285;304;0.0116;108;284;150.009
;What I Might Do - Club Mix;Ben Pearce;389508;835;481;8;-9.606;1;136;103;0.81;113;304;121.993
;Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version;Gary's Gang;398747;696;852;4;-4.281;0;0.0373;201;0.00125;0.0736;971;128.28
;Do You Love Me;The Contours;172667;597;0.71;5;-9.798;1;0.0378;611;0.0;104;767;150.13
;Too Bad I Have To Destroy You Now;Kid Cudi;377893;609;664;7;-9.116;0;0.0472;0.0185;0.0195;105;0.0944;105.976
;Louie Louie;The Sonics;176800;571;839;3;-5.799;0;0.0517;737;0.0281;195;813;127.356
;Heart Full of Soul;The Yardbirds;147893;494;666;9;-9.743;0;0.0351;229;5.69e-05;0.0469;704;140.832
;For Your Love;The Yardbirds;150627;347;638;2;-10.258;1;0.0409;236;0.0;0.0894;594;94.506
;Sunshine Of Your Love;Cream;250000;684;486;2;-12.521;1;0.0385;436;9.77e-05;0.12;821;115.076
;Taifa - The Emperor Machine Mix;Partial Arts;520311;787;679;7;-12.377;1;0.0534;0.000641;912;0.0618;214;117.501
;Taifa;Partial Arts;502888;696;643;7;-10.124;1;0.0407;0.00254;834;276;537;117.514
;Make It;Patrick Di Stefano;376000;894;676;8;-9.707;1;0.0979;0.0043;348;425;715;121.0
;Face It;Master C & J;418187;0.81;547;10;-12.295;0;0.0558;0.00524;854;101;817;120.752
;Mary-Mary (M&M Unreleased Mix) [feat. Dajae];Grand High Priest;257600;739;878;6;-5.464;0;0.0788;0.0263;407;0.0477;855;126.705
;Supernature - Edit;Cerrone;262000;641;954;5;-6.765;0;0.0589;0.000173;425;0.0535;827;122.79
;I'll Be Good;Rene & Angela;321067;829;0.65;10;-9.691;1;0.06;136;2.15e-05;0.15;744;108.398
;Defected In The House Ibiza 2013 Mixtape;Simon Dunmore;318470;777;671;11;-7.803;0;0.0386;0.00479;0.0244;286;482;123.974
;A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version;Handsome Boy Modeling School;336800;567;851;1;-5.897;1;484;271;0.0;569;598;80.935
;Episode I - Duel of The Fates;John Williams;254360;0.44;433;2;-17.453;0;0.0412;934;811;273;217;79.952
;Three Cool Cats;The Coasters;132947;745;544;5;-9.137;0;0.0654;813;0.0;0.0975;776;125.345
;Mercy;The Third Degree;200800;616;943;1;-5.305;0;0.0444;0.00113;1.67e-06;346;802;129.963
;Do I Love You?;The Ronettes;176147;462;714;1;-8.772;1;0.0386;557;0.000881;0.0368;375;144.952
;Night on Bald Mountain;Modest Mussorgsky;700027;334;265;2;-17.219;1;0.0477;916;837;168;0.0549;113.12
;Akue We Non Houme - Jerk Fon;T. P. Orchestre Poly-Rythmo;280480;686;0.61;5;-7.952;0;0.0297;0.00325;0.000123;0.0984;861;143.598
;Ecoute ma mélodie - Bossa Afro;T. P. Orchestre Poly-Rythmo;445227;691;714;1;-9.694;1;46;517;0.0164;178;0.96;91.045
;Ole;The Funkees;265827;592;688;6;-14.107;1;115;292;268;0.0508;927;102.099
;Greetings;Joni Haastrup;373333;653;875;9;-5.232;1;125;0.0164;0.0311;377;796;116.956
;5thep;Todd Osborn;304138;0.86;857;6;-4.23;1;0.0933;0.0314;0.38;0.0694;826;121.999
;Cavern;Liquid Liquid;319760;682;0.78;7;-9.948;1;0.0538;0.0114;735;0.0862;334;115.564
;Your Love;Mick Jenkins;194147;703;464;6;-5.977;0;118;0.0491;0.0;146;689;95.012
;Sleepwalk;Santo & Johnny;151092;444;412;0;-11.569;1;0.0465;895;0.64;145;364;184.012
;What I Might Do - Kilter Remix;Ben Pearce;309064;476;571;5;-7.223;0;55;0.0624;353;349;419;141.221
;Waiting Around For Grace;Pond;309524;313;872;1;-5.058;0;0.0733;0.000286;2.26e-05;0.15;389;122.362
;Nobodys Fool - Ben Pearce Remix;Real Connoisseur;326129;636;864;5;-9.618;0;44;4.19e-05;887;104;611;123.972
;Smoke On The Water;Deep Purple;342173;632;586;0;-11.333;1;0.0284;0.0983;581;0.0535;889;114.243
;Able to See Me;Hippie Sabotage;193427;0.43;734;9;-10.043;0;102;314;0.000286;0.0808;0.0537;133.992
;Oogum Boogum Song;Brenton Wood;186567;833;684;7;-6.325;1;43;809;0.0;0.0952;954;112.7
;The Gaudy Side of Town;Gayngs;427227;688;421;11;-9.015;0;0.0445;723;625;0.0734;0.63;138.0
;The Walker;Gayngs;290587;438;404;4;-11.815;0;0.0389;577;759;0.0767;134;137.895
;Ultimate Painting;Ultimate Painting;219129;789;698;7;-7.842;1;0.0304;0.59;802;0.11;713;120.961
;Agorinha;Sango;214154;819;671;5;-6.947;0;393;156;0.000136;0.2;555;129.921
;I'm Glad;Captain Beefheart & His Magic Band;210400;366;407;2;-10.047;1;0.0265;887;263;114;352;148.436
;Apollo Throwdown (Star Slinger Remix);The Go! Team;255333;0.71;959;1;-6.697;0;209;149;2.1e-05;336;492;108.006
;Boys Life;Small Black;302120;582;734;6;-6.987;0;0.0675;0.00727;202;0.76;638;127.071
;Dirt And Grime;Fathers Children;212147;545;507;0;-7.534;0;0.0392;349;2.92e-06;157;685;124.311
;Pedestrian at Best;Courtney Barnett;230560;479;854;11;-6.101;1;0.0405;4.61e-06;5.72e-05;372;0.55;136.067
;Middle;DJ Snake;220573;564;737;9;-4.079;1;0.0414;0.0175;0.0;54;231;104.764
;Something About You - Extended Mix;Hayden James;326318;0.89;0.52;2;-6.927;0;187;198;273;0.0638;717;114.959
;Only You;Mac Demarco;178772;363;755;1;-6.654;0;0.12;0.00543;0.00105;84;736;114.407
;The One;ZHU;302880;867;669;9;-7.897;0;0.0573;101;683;0.0583;696;121.99
;Way Down We Go;Kaleo;219560;0.59;578;10;-5.798;0;0.0528;612;0.000162;0.0837;262;81.663
;Deeper Than Love;Colleen Green;365747;832;496;11;-10.601;0;0.0597;0.000825;825;114;854;117.741
;Back Pocket;Vulfpeck;181260;839;585;2;-7.738;1;153;478;0.00281;0.0435;894;89.821
;All I Wanna Do;The Beach Boys;156467;447;416;9;-12.181;0;0.0258;0.0716;0.00426;125;309;103.068
;Water;Jamaican Queens;260400;598;657;8;-7.466;1;0.0386;0.0328;2.72e-05;172;0.2;114.969
;You;Ejeca;335399;643;889;3;-7.043;0;0.0499;0.0664;884;0.0904;658;131.999
;Voodoo Ray - Danny Tenaglia Remix;A Guy Called Gerald;383107;746;613;7;-10.104;1;0.0475;0.00324;672;167;627;125.317
;Jack;Breach;311365;906;648;11;-8.742;0;0.0734;0.000624;0.0857;272;646;123.98
;Jack;Breach;183581;907;616;6;-7.073;0;0.0577;0.000334;425;0.11;614;124.036
;Mary Jane (Jamie Xx - Girl Remix);Jamie xx;237672;578;633;8;-10.117;0;279;331;0.0;635;635;101.534
;Chunky - Club Mix;Format:B;362282;808;916;10;-4.54;1;0.0635;0.00431;598;0.0445;0.69;121.99
;One Who Lost;DJ Dodger Stadium;272677;745;894;8;-4.721;0;0.0448;0.0252;878;137;0.49;127.99
;Delorean Dynamite;Todd Terje;405933;634;858;1;-11.661;1;0.0417;0.0125;0.84;0.0984;233;123.991
;Do You Want a Man - Heaven & Hell Remix;William Onyeabor;145773;603;921;5;-3.555;0;0.0931;198;0.00035;133;814;122.978
;Celebrando;CLUBZ;205307;587;841;11;-5.079;0;0.0476;0.00166;0.53;117;696;142.95
;No Eyes (Radio Edit);Claptone;204992;0.93;483;3;-9.925;1;0.0411;0.0289;0.00244;103;577;120.022
;Fanfare;Magic City Hippies;264000;585;0.62;6;-9.075;1;0.0538;0.0124;0.0164;135;715;80.021
;Dorothy;Polo & Pan;316373;803;427;8;-10.819;1;0.0509;0.0245;405;0.0953;451;118.008
;Long Cool Woman (In A Black Dress) - 1999 Remastered Version;The Hollies;199200;757;868;9;-9.326;1;62;411;0.00221;355;787;138.923
;Bang A Gong [Get It On] (Remastered Single/LP Version);T. Rex;267000;729;818;2;-9.992;1;0.0732;157;285;195;909;125.811
;Paris Groove (Original Mix);Boston Bun;272082;0.76;669;11;-8.583;1;0.0521;2.6e-05;76;0.0666;683;122.007
;Nothing;HNNY;312000;0.79;427;11;-11.361;0;0.0541;0.000885;446;0.0514;961;116.986
;Hey DJ;Worlds Famous Supreme Team;206081;786;963;9;-2.84;0;127;207;0.0012;169;0.9;94.63
;Tighten Up - Pt. 1;Archie Bell & The Drells;196000;708;441;11;-12.931;1;196;242;0.000147;0.0899;717;125.191
;Ohye Atar Gyan;Ebo Taylor;261853;729;666;5;-10.721;1;0.0525;643;135;0.0947;872;109.554
;Heaven;Ebo Taylor;370813;0.76;636;8;-11.605;1;0.0902;312;534;0.0622;682;99.223
;I'm Walkin' - 2002 Digital Remaster;Fats Domino;128053;661;0.76;9;-9.509;1;0.0918;847;334;137;975;111.165
;"Bizarre Love Triangle - Shep Pettibone 12"" Remix";New Order;405560;704;895;10;-7.81;1;0.0647;0.00428;0.28;267;865;118.662
;Dreams Never End - 2015 Remastered Version;New Order;195307;606;913;9;-7.865;1;0.0417;0.0154;905;326;0.82;146.15
;Plastic - Extended Mix;New Order;546467;587;915;4;-8.307;0;0.0404;0.00207;579;136;539;128.004
;You Are the Right One;Sports;172507;0.66;591;4;-8.497;0;26;0.16;848;632;835;100.034
;Let Me Try;Kaleidoscope;207813;0.34;454;9;-12.279;0;0.0503;0.000779;0.0188;337;0.39;100.089
;Thinking of You;Lord Echo;418880;723;755;10;-9.381;1;0.0576;0.0476;0.00147;469;573;97.195
;Just Say The Word;Jerry Townes;163213;285;512;7;-8.103;1;0.0334;717;0.0;0.0842;0.48;94.922
;Obi Agye Me Dofo;Vis à Vis;590707;0.63;862;2;-6.12;0;0.0501;218;0.0527;0.0618;698;103.118
;I'm Going Down;Rose Royce;219800;418;0.0962;0;-15.078;1;0.0559;783;6.61e-05;136;342;184.721
;Said So What;French Kicks;258440;529;571;6;-6.264;0;0.0298;87;6.34e-06;876;104;102.428
;Carl Sagan;Night Moves;232867;465;727;8;-5.181;0;0.0353;0.0112;802;0.0964;0.47;118.149
;Muzik Xpress;X-Press 2;498333;0.69;911;6;-9.075;1;0.0499;0.0133;907;127;0.62;124.019
;A Hundred Ropes;Minor Victories;234613;449;962;1;-4.293;0;112;0.0044;897;397;296;154.979
;No Woman;Whitney;238400;582;401;2;-8.731;1;28;0.9;538;157;414;112.357
;Episode I - Duel of The Fates;John Williams;254360;0.44;433;2;-17.453;0;0.0412;934;811;273;217;79.952
;Giant;The The;574800;669;904;11;-5.487;1;0.0598;0.0395;406;116;921;107.83
;Hush;Magic City Hippies;319125;622;752;4;-6.964;0;124;189;0.0124;0.0443;576;126.047
;Desire;DILLY DALLY;215822;286;704;9;-5.12;0;0.0374;6.89e-05;34;192;185;145.843
;Shut Up Kiss Me;Angel Olsen;202200;373;0.63;7;-5.131;1;0.0461;0.0552;0.0;107;357;115.942
;No Heart;21 Savage;235040;906;444;4;-8.692;0;384;136;6.44e-05;173;0.68;140.063
;We Want Some Pussy;Ezale;162815;789;682;10;-6.841;0;54;0.00134;1.39e-06;128;562;109.988
;We Out Here;Ezale;156879;822;863;7;-8.035;1;196;155;0.000632;0.0913;608;100.959
;By Design;Kid Cudi;257053;756;853;9;-5.92;0;0.0525;0.0599;0.000562;115;426;100.004
;Aloha;Chris Bear;52006;555;759;7;-6.214;0;142;189;459;248;0.23;192.272
;Bad and Boujee (feat. Lil Uzi Vert);Migos;334467;897;661;8;-6.2;0;0.27;0.0633;0.0;116;204;127.081
;The Winner Is - from Little Miss Sunshine;DeVotchKa;185804;654;499;4;-9.084;0;0.0428;0.56;907;169;124;103.966
;Virile;The Blaze;321560;679;462;3;-10.128;1;0.0326;0.0442;793;0.0846;289;120.012
;Let Me Tell U;Jimmy Edgar;434958;804;0.64;5;-8.598;1;0.0404;0.0004;935;0.0812;0.0451;124.007
;Wonky Bassline Disco Banger;Red Rack'Em;489750;815;459;10;-12.588;0;0.0906;78;826;67;616;124.996
;Remember;Gino Soccio;395200;499;506;9;-16.778;0;149;1.65e-05;941;0.0784;367;186.328
;Anti Social Tendencies;The Parallax Corporation;397388;0.84;918;7;-9.251;1;0.0672;0.0423;613;306;468;124.847
;What Time Is Love (Live at SSL mix);Lifelike;179865;816;747;3;-8.066;1;0.0711;0.0109;756;0.0811;144;119.98
;The Spirit Blossoms All Over the Land;Onra;142584;646;757;7;-6.089;1;101;16;0.0243;112;635;108.438
;On the Lips;Frankie Cosmos;109031;658;568;1;-7.579;1;0.0312;28;0.00356;105;881;128.638
;Stripper;Fancy Fux;250273;865;603;3;-11.289;1;0.0532;0.00159;428;0.0782;595;135.006
;Operator (Ring Ring) ft. Dances With White Girls;Chris Lake;281658;754;968;9;-4.419;1;168;3;795;194;0.55;124.971
;Big Jet Plane - Animal Trainer Remix;Jan Blomqvist;400926;0.89;443;0;-8.654;1;0.0497;0.0372;385;369;195;122.002
;Fight;Nicolas Jaar;515087;731;638;9;-8.738;0;144;514;332;144;0.33;143.018
;Bambi;Jidenna;250000;748;623;5;-5.08;1;0.0285;109;0.0;0.15;194;105.045
;Raindrops;The Silvertones;169333;744;555;3;-6.744;1;0.0321;758;0.0;108;775;121.241
;Truths & Rights;Johnny Osbourne;181867;0.77;409;4;-13.387;1;436;0.34;0.0;0.0993;869;80.126
;Smoke;Ohio Players;361173;663;602;9;-11.013;1;132;269;8.81e-05;118;899;149.51
;You Are My Special Angel;The Vogues;186426;236;706;0;-6.544;1;0.0601;411;5.43e-06;953;313;105.624
;Just A Little Lovin';Dusty Springfield;138933;354;366;5;-10.799;0;0.0345;666;0.0;167;561;111.057
;Unchained Melody;The Righteous Brothers;215840;367;215;0;-16.652;1;0.0288;517;0.0;618;255;98.742
;Howl;Florence + The Machine;213560;0.58;859;0;-4.532;1;0.0649;0.00594;0.00163;463;285;129.959
;For Free;DJ Khaled;183695;916;571;10;-8.241;0;0.2;0.0173;1.11e-06;153;467;103.521
;Mystery Of Love;Mr. Fingers;430576;767;686;7;-10.476;1;0.0461;0.0681;0.91;111;578;114.07
;Hung Over;The Martini's;126467;864;552;5;-8.851;0;0.0495;0.0853;778;94;0.74;112.378
;Bold Soul Sister, Bold Soul Brother - USDEA0400901;The Black On White Affair;176613;457;909;7;-3.189;1;0.0576;661;1.54e-06;124;844;93.193
;Cane Shuga;Glass Animals;196570;785;796;5;-5.815;0;0.0379;543;291;108;806;136.05
;Queen;Perfume Genius;230720;418;547;1;-4.932;1;0.0295;211;0.0443;187;127;131.99
;Get Lucky;Daft Punk;369627;0.81;793;6;-9.404;0;0.0403;0.0378;1.82e-06;72;0.86;116.049
;Bugatti;Ace Hood;269267;588;596;1;-4.994;1;0.0556;0.0159;0.0;0.0898;0.0602;130.346
;Versace;Migos;195474;841;729;6;-3.047;0;239;0.0384;0.0;276;0.43;132.073
;Black Skinhead;Kanye West;188013;775;823;1;-6.091;1;271;0.000954;0.0;144;288;130.041
;Type of Way;Rich Homie Quan;261321;0.85;509;6;-9.637;0;378;147;0.0;0.0759;769;134.9
;Recover;CHVRCHES;225867;413;633;7;-5.188;1;0.0558;0.00444;0.0;361;184;170.016
;Bitter Rivals;Sleigh Bells;199227;0.76;0.79;10;-3.835;1;344;222;0.0;268;0.57;94.017
;Gonna Die;Autre Ne Veut;175480;409;532;2;-6.266;1;33;0.0745;0.00523;0.0795;354;99.935
;Angels;The xx;171613;342;159;9;-18.127;1;0.0477;957;114;101;329;91.963
;GOT IT GOOD;KAYTRANADA;228147;606;503;7;-6.678;0;155;0.0475;0.0;116;325;80.04
;I Got U;Duke Dumont;285596;647;762;0;-7.765;1;0.0363;0.00369;0.00641;0.0884;438;120.832
;Something About You - ODESZA Remix;Hayden James;343800;709;669;11;-8.422;0;0.0409;0.0216;0.0125;146;106;105.004
;Oblivion;The Seshen;282053;378;572;0;-6.361;1;175;156;152;0.0579;332;134.957
;Distant Heart;The Seshen;187000;555;699;6;-7.871;0;105;112;0.00319;488;544;170.02
;Finally Moving;Pretty Lights;277975;735;555;1;-8.84;0;0.0366;382;856;0.0952;535;100.01
;Want My Love;Cathedrals;248000;607;435;6;-6.604;0;0.0475;0.0564;0.0178;171;255;120.045
;Myth;Beach House;258653;448;733;3;-6.238;1;0.0292;0.0369;0.0425;169;404;142.008
;Weary;Solange;194253;507;466;1;-11.966;1;0.0862;655;363;0.0929;0.0978;157.013
;Treat Me Like Fire;LION BABE;250707;667;658;6;-7.71;1;0.0756;138;0.00685;602;0.36;91.98
;Something About You;Hayden James;225181;855;605;2;-7.403;0;0.0637;345;0.0573;0.0757;676;114.999
;Let It Happen - Soulwax Remix;Tame Impala;556924;739;848;1;-4.598;0;0.0332;0.2;824;111;782;125.02
;Hood Pass Intact;Dâm-Funk;301240;833;663;2;-3.639;1;105;0.0739;0.00351;0.0814;457;103.693
;Let's Dance (Single Version) [2002 Remastered Version];David Bowie;247600;654;641;8;-9.771;1;0.0482;0.00535;0.00321;209;778;114.696
;Ode To Viceroy;Mac Demarco;233818;514;632;2;-6.305;1;0.0501;208;0.0132;115;0.31;94.569
;Five Seconds;Twin Shadow;260013;468;0.88;1;-5.086;1;57;0.0019;0.00704;409;645;176.972
;No Sleep Till Brooklyn;Beastie Boys;246893;756;415;8;-14.429;1;0.0555;135;0.0;144;662;96.99
;F**kin' Problems;A$AP Rocky;233787;869;687;1;-6.816;1;263;0.0208;1E-06;114;668;96.006
